﻿MORE_THAN_STRONG_FLAVOUR,Extremely {0},非常に{0}
LQ_SpiritFire_LiquidSuffixName,(Fire),（炎）
LQ_SpiritFire_CardInteractions[0].ActionName,Healing Warmth,回復の温もり
LQ_SpiritFire_CardInteractions[1].ActionName,Feed Fire,火を大きくする
LQ_SpiritFire_CardInteractions[2].ActionName,Firestarting,火を起こす
LQ_SpiritFlint_CardName,Flint Spirit,火打石の精霊
LQ_SpiritFlint_CardDescription,"A personified manifestation of the essence of flint. \n\nCan help you increase your skill at knapping, make the activity more enjoyable, make you more effective at mining flint and make your weapons sharper."
LQ_SpiritFlint_LiquidSuffixName,(Flint),（火打石）
LQ_SpiritFlintclaw_CardName,Flintclaw Spirit,フリントクローの精霊
LQ_SpiritFlintclaw_CardDescription,"A manifestation of the Flintclaw spirit. \n\nCan help you perceive things in the dark, make you better at hiding, foraging and working flint,  give you courage and strength, make your weapons sharper and boost your immune system.","フリントクローを擬人化したなにか。\n\n闇の中の認識能力、身を隠す能力、火打石の扱い方、勇気、筋力、武器の鋭さ、免疫力がブーストされる。"
LQ_SpiritFlintclaw_LiquidSuffixName,(Flintclaw),（フリントクロー）
LQ_SpiritFlintclaw_CardInteractions[0].ActionName,Bless Flint,火打石を祝福する
LQ_SpiritFox_CardName,Fox Spirit,キツネの精霊
LQ_SpiritFox_CardDescription,"A personified manifestation of the essence of foxkind. \n\nCan help you escape from trouble as well as with tracking and ambushing prey.","キツネを擬人化したなにか。\n\nトラブルが起こった時、逃げるのを手伝ってくれる。獲物の追跡や待伏せもうまくいく。"
LQ_SpiritFox_LiquidSuffixName,(Fox),（キツネ）
LQ_SpiritFox_CardInteractions[0].ActionName,Bestial Resilience,獣的耐久力
LQ_SpiritWater_CardName,Water Spirit,水の精霊
LQ_SpiritWater_CardDescription,"A personified manifestation of the essence of water. \n\nCan bless water, calm you down, help you heal and aid you with fishing.","水を擬人化したなにか。\n\n水を祝福し、落ち着きが増し、釣りのサポートと回復をしてくれる。"
LQ_SpiritWater_LiquidSuffixName,(Water),（水）
LQ_SpiritWater_CardInteractions[0].ActionName,Soothing Flow,落ち着く波
LQ_SpiritWater_CardInteractions[1].ActionName,Water Blessing,水の祝福
LQ_SpiritWater_CardInteractions[2].ActionName,Fish Summoning,魚の召喚
LQ_SpiritWolf_CardName,Wolf Spirit,狼の精霊
LQ_SpiritWolf_CardDescription,"A personified manifestation of the essence of wolfkind. \n\nCan help you with tracking and chasing prey, and make you more effective in combat.","狼を擬人化したなにか。\n\n獲物の追跡と戦闘時に手伝ってくれる。"
LQ_SpiritWolf_LiquidSuffixName,(Wolf),（狼）
LQ_SpiritWolf_CardInteractions[0].ActionName,Bestial Resilience,獣的耐久力
Spirit_Badger_CardName,Badger Spirit,アナグマの精霊
Spirit_Badger_CardDescription,"A personified manifestation of the essence of badgerkind. \n\nCan help you with foraging, give you courage and boost your immune system.","アナグマを擬人化したなにか。\n\n資源集め、勇気、免疫力をブーストする。"
Spirit_Badger_SpoilageTime.CardStatName,Attunement,調和
Spirit_Badger_SpoilageTime.OnZero.ActionName,Leave,出る
Spirit_Badger_Progress.OnZero.ActionName,Death,死
Spirit_Badger_DismantleActions[0].ActionName,Release,逃がす
Spirit_Boar_CardName,Boar Spirit,イノシシの精霊
Spirit_Boar_CardDescription,"A personified manifestation of the essence of boarkind. \n\nCan help you with foraging, give you strength and courage and boost your immune system.","イノシシを擬人化したなにか。\n\n資源集め、筋力、勇気がブーストされる。"
Spirit_Boar_SpoilageTime.CardStatName,Attunement,調和
Spirit_Boar_SpoilageTime.OnZero.ActionName,Leave,出る
Spirit_Boar_Progress.OnZero.ActionName,Death,死
Spirit_Boar_DismantleActions[0].ActionName,Release,逃がす
Spirit_Darkness_CardName,Darkness Spirit,闇の精霊
Spirit_Darkness_CardDescription,"A personified manifestation of the essence of darkness. \n\nCan help you perceive things in the dark, blind your foes and make you better at hiding.","闇を擬人化したなにか。\n\n闇の中の認識能力がブーストされ、身を隠すために敵の視力を落とすことができるようになる。"
Spirit_Darkness_SpoilageTime.CardStatName,Attunement,調和
Spirit_Darkness_SpoilageTime.OnZero.ActionName,Leave,出る
Spirit_Darkness_Progress.OnZero.ActionName,Death,死
Spirit_Darkness_DismantleActions[0].ActionName,Release,逃がす
Spirit_Deer_CardName,Deer Spirit,鹿の精霊
Spirit_Deer_CardDescription,"A personified manifestation of the essence of deerkind. \n\nCan help you stay alert, avoid ambushes, give you strength and boost your immune system.","鹿を擬人化したなにか。\n\n筋力、免疫力、注意力がブーストされ、待伏せされにくくなる。"
Spirit_Deer_SpoilageTime.CardStatName,Attunement,調和
Spirit_Deer_SpoilageTime.OnZero.ActionName,Leave,出る
Spirit_Deer_Progress.OnZero.ActionName,Death,死
Spirit_Deer_DismantleActions[0].ActionName,Release,逃がす
Spirit_Earth_CardName,Earth Spirit,地の精霊
Spirit_Earth_CardDescription,"A personified manifestation of the essence of the earth. \n\nCan help bless your gardens and fields, heal your crops and restore the wilderness around you.","地を擬人化したなにか。\n\nガーデンと畑が祝福を受ける。育てている作物と周囲の自然を回復してくれる。"
Spirit_Earth_SpoilageTime.CardStatName,Attunement,調和
Spirit_Earth_SpoilageTime.OnZero.ActionName,Leave,出る
Spirit_Earth_Progress.OnZero.ActionName,Death,死
Spirit_Earth_DismantleActions[0].ActionName,Release,逃がす
Spirit_Fear_CardName,Fear Spirit,恐怖の精霊
Spirit_Fear_SpoilageTime.CardStatName,Attunement,調和
Spirit_Fear_SpoilageTime.OnZero.ActionName,Leave,出る
Spirit_Fear_Progress.OnZero.ActionName,Death,死
Spirit_Fear_DismantleActions[0].ActionName,Release,逃がす
Spirit_Fire_CardName,Fire Spirit,炎の精霊
Spirit_Fire_CardDescription,"A personified manifestation of the essence of fire. \n\nCan help start and feed fires as well as heal you and protect you with its warmth.","炎を擬人化したなにか。\n\n火を起こしたり、大きくしたりできる。体を温めることも回復してくれることもできる。"
Spirit_Fire_SpoilageTime.CardStatName,Attunement,調和
Spirit_Fire_SpoilageTime.OnZero.ActionName,Leave,出る
Spirit_Fire_Progress.OnZero.ActionName,Death,死
Spirit_Fire_DismantleActions[0].ActionName,Awaken the Hearth,暖炉を覚醒させる
Spirit_Fire_DismantleActions[1].ActionName,Release,逃がす
Spirit_Flintclaw_CardName,Flintclaw Spirit,フリントクローの精霊
Spirit_Flintclaw_CardDescription,"A manifestation of the Flintclaw spirit. \n\nCan help you perceive things in the dark, make you better at hiding, foraging and working flint,  give you courage and strength, make your weapons sharper and boost your immune system.","フリントクローを擬人化したなにか。\n\n闇の中の認識能力、身を隠す能力、火打石の扱い方、勇気、筋力、武器の鋭さ、免疫力がブーストされる。"
Spirit_Flintclaw_SpoilageTime.CardStatName,Attunement,調和
Spirit_Flintclaw_SpoilageTime.OnZero.ActionName,Leave,出る
Spirit_Flintclaw_Progress.OnZero.ActionName,Death,死
Spirit_Flintclaw_DismantleActions[0].ActionName,Release,逃がす
Spirit_Fox_CardName,Fox Spirit,キツネの精霊
Spirit_Fox_CardDescription,"A personified manifestation of the essence of foxkind. \n\nCan help you escape from trouble as well as with tracking and ambushing prey.","キツネを擬人化したなにか。\n\nトラブルが起こった時、逃げるのを手伝ってくれる。獲物の追跡や待伏せもうまくいく。"
Spirit_Fox_SpoilageTime.CardStatName,Attunement,調和
Spirit_Fox_SpoilageTime.OnZero.ActionName,Leave,出る
Spirit_Fox_Progress.OnZero.ActionName,Death,死
Spirit_Fox_DismantleActions[0].ActionName,Release,逃がす
Spirit_Water_CardName,Water Spirit,水の精霊
Spirit_Water_CardDescription,"A personified manifestation of the essence of water. \n\nCan bless water, calm you down, help you heal and aid you with fishing.","水を擬人化したなにか。\n\n水を祝福し、落ち着きが増し、釣りのサポートと回復をしてくれる。"
Spirit_Water_SpoilageTime.CardStatName,Attunement,調和
Spirit_Water_SpoilageTime.OnZero.ActionName,Leave,出る
Spirit_Water_Progress.OnZero.ActionName,Death,死
Spirit_Water_DismantleActions[0].ActionName,Release,逃がす
Spirit_Wolf_CardName,Wolf Spirit,狼の精霊
Spirit_Wolf_CardDescription,"A personified manifestation of the essence of wolfkind. \n\nCan help you with tracking and chasing prey, and make you more effective in combat.","狼を擬人化したなにか。\n\n獲物の追跡と戦闘時に手伝ってくれる。"
Spirit_Wolf_SpoilageTime.CardStatName,Attunement,調和
Spirit_Wolf_SpoilageTime.OnZero.ActionName,Leave,出る
Spirit_Wolf_Progress.OnZero.ActionName,Death,死
Spirit_Wolf_DismantleActions[0].ActionName,Release,逃がす
Blindness_GameName,Blidness,盲目
Blindness_Statuses[0].GameName,Mild Blidness,軽度の盲目
Blindness_Statuses[1].GameName,Moderate Blidness,普通の盲目
Blindness_Statuses[2].GameName,Severe Blidness,重度の盲目
Blindness_Statuses[3].GameName,Extreme Blidness,失明
BoarDeathAlarm_GameName,Boar Death Alarm,イノシシの死アラーム
BoarDeathAlarm_NotEnoughText,It's to dark for this action...,暗くてアクションが起こせない・・・
BoarRaidCounter_GameName,Boar Raid Counter,イノシシの襲撃カウンター
BoarRaidCounter_Statuses[0].GameName,Random Rate,ランダムなレート
BoarRaidCounter_Statuses[1].GameName,Final Rate,最後のレート
BrimstoneGelProtection_GameName,Brimstone Gel Protection,硫黄の保護ジェル
BrimstoneGelProtection_Description,"Helps treat and prevent backpain, hand and foot damage, sunburn and bugbites ",腰の痛み、手と足の怪我、日焼け、虫刺されに効く。
BrimstoneGelProtection_Statuses[0].GameName,Aloe Vera Applied,アロエベラを塗った
BugDamage_GameName,Bug Damage,虫からのダメージ
BugDamage_Description,The amount of bug bites (including mosquitoes) you are getting.,虫刺され跡の数。
BugDamage_Statuses[0].GameName,Moderate Bug Damage,中程度の虫のダメージ
BugDamage_Statuses[1].GameName,High Bug Damage,大きい虫のダメージ
BugDamage_Statuses[2].GameName,Very High Bug Damage,かなり大きい虫のダメージ
BugDamage_Statuses[3].GameName,Extreme Bug Damage,深刻な虫のダメージ
BugPopulation_GameName,Bug Population,虫の数
BugPopulation_Description,The amount of bugs (including mosquitoes) that can be found in a given area.,あるエリアにいる虫の数。
BugPopulation_Statuses[0].GameName,Moderate Bug Population,虫の数が普通
BugPopulation_Statuses[1].GameName,High Bug Population,虫の数が多い
BugPopulation_Statuses[2].GameName,Very High Bug Population,虫の数がとても多い
BugPopulation_Statuses[3].GameName,Extreme Bug Population,虫の数が非常に多い
BugRepellentApplied_GameName,Bug Repellent,虫除け
BugRepellentApplied_Description,Reduces the amount of bugs around you (including mosquitoes).,身の回りの虫（蚊を含む）を減らす。
BugRepellentApplied_Statuses[0].GameName,Bug Repellent,虫除け
BugRepellentApplied_Statuses[1].GameName,Bug Repellent,虫除け
BugRepellentApplied_Statuses[2].GameName,Bug Repellent,虫除け
BugRepellentApplied_Statuses[3].GameName,Bug Repellent,虫除け
Caffeine_GameName,Caffeine,カフェイン
Caffeine_Description,Keeps you awake but increases your stress and dehydration.,眠くなくなるけどストレスが増え、脱水になりやすい。
Caffeine_Statuses[0].GameName,Caffeine,カフェイン
Caffeine_Statuses[1].GameName,Caffeine,カフェイン
Capsaicin_GameName,Capsaicin,カプサイシン
Capsaicin_Description,"Gained from eating Chillies, lowers appetite, body temperature and hydration levels.",唐辛子を食べることによってでき、食欲、体温と水分を落とす。
Capsaicin_Statuses[0].GameName,Moderate Capsaicin Levels,普通のカプサイシンレベル
Capsaicin_Statuses[1].GameName,High Capsaicin Levels,高いカプサイシンレベル
ChinaRoseEffect_GameName,China Rose Effect,コウシンバラ効果
ChinaRoseEffect_Description,"Lowers stress, relaxes the body and slightly boosts morale and immune system.",ストレスを減らし、身体をリラックスさせる。士気と免疫力を少しブーストする。
ChinaRoseEffect_Statuses[0].GameName,Moderate China Rose Effect,普通のコウシンバラ効果
ChinaRoseEffect_Statuses[1].GameName,Strong China Rose Effect,強いのコウシンバラ効果
Counter_GameName,Counter,カウンター
DarkSense_GameName,Dark Sense,ダークセンス
DarkSense_Statuses[0].GameName,Dark Sense,ダークセンス
FirstMonthCounter_GameName,First Month Counter,１か月目カウンター
FirstMonthCounter_Statuses[0].GameName,First Week,１週間目
FirstMonthCounter_Statuses[1].GameName,Counter Ready,カウンター準備
FrostleafPasteEffect_GameName,Frostleaf Paste Effect,フロストリーフペースト効果
FrostleafPasteEffect_Description,Alleviates inflamation and provides a mild numbing effect against pain.,炎症と痛みを和らげる。
FrostleafPasteEffect_Statuses[0].GameName,FrostLeaf Gel Applied,フロストリーフジェルを塗った
GingerEffect_GameName,Ginger,生姜
GingerEffect_Description,"Stabilizes your digestive system, increases your appetite and boosts your immune system.",消化器を安定させたり、食欲や免疫力をブーストしたりする。
GingerEffect_Statuses[0].GameName,Small Dose,少量
GingerEffect_Statuses[1].GameName,High Dose,大量
IfKidneys_GameName,if Kidneys,腎臓なら
IfKidneys_Statuses[0].GameName,No Kidneys,腎臓がない
IfKidneys_Statuses[1].GameName,Yes Kidneys,腎臓がある
InDarkPlace_GameName,In Dark Place,暗い場所にいる
InDarkPlace_Statuses[0].GameName,In Darkness,暗闇の中にいる
InDarkPlace_Statuses[0].Description,It's pitch black in here!,真っ暗で何も見えない！
InDarkPlace_NotEnoughText,Not enough fuel to start.,燃料が足りない。
Irrigated_GameName,Irrigated,水撒き　完了
Irrigated_NotEnoughText,Cannot be built here.,ここでは作れない。
IsNight_GameName,IsNight,夜だ
IsNight_NotEnoughText,It's too dark for this action...,このアクションをするには暗すぎる・・・
JasmineEffect_GameName,Jasmine,ジャスミン
JasmineEffect_Description,"Relaxes you, lowering your stress and making you sleepy.",ストレスを減らし、眠くなる。
JasmineEffect_Statuses[0].GameName,Moderate Jasmine Effect,普通のジャスミン効果
JasmineEffect_Statuses[1].GameName,Strong Jasmine Effect,強いジャスミン効果
LandSickness_GameName,Land Sickness,陸酔い
LandSickness_Statuses[0].GameName,Mild Nausea,軽い吐き気
LandSickness_Statuses[1].GameName,Nausea,吐き気
LandSickness_Statuses[2].GameName,Strong Nausea,すごい吐き気
LegProtection_GameName,Leg Protection,脚の保護
LegProtection_Description,Protect your legs from different types of damage.,脚を様々なダメージから防ぐ。
ModifierClimb_GameName,Climb Modifier,クライミング調整
ModifierClimb_Statuses[0].GameName,Climb Modifier 1,クライミング調整１
ModifierClimb_Statuses[1].GameName,Climb Modifier 2,クライミング調整２
ModifierClimb_Statuses[2].GameName,Climb Modifier 3,クライミング調整３
ModifierClimb_NotEnoughText,Can't climb in this state.,この状態だと登れない。
ModifierHand_GameName,Dexterity Penalty,器用さペナルティ
ModifierHand_Statuses[0].GameName,Minor Dexterity Penalty,器用さペナルティ（小）
ModifierHand_Statuses[1].GameName,Moderate Dexterity Penalty,器用さペナルティ（中）
ModifierHand_Statuses[2].GameName,Strong Dexterity Penalty,器用さペナルティ（大）
ModifierHand_NotEnoughText,My Arm is not in shape for this action.,この腕でこのアクションはできない。
ModifierLeg_GameName,Movement Penalty,動きペナルティ
ModifierLeg_Statuses[0].GameName,Minor Movement Penalty,動きペナルティ（小）
ModifierLeg_Statuses[1].GameName,Moderate Movement Penalty,動きペナルティ（中）
ModifierLeg_Statuses[2].GameName,Strong Movement Penalty,動きペナルティ（大）
