﻿MORE_THAN_STRONG_FLAVOUR,Extremely {0},Чрезвычайно {0}
SpiritShrine_Earth_SacredOak_CardInteractions[0].ActionName,Cut Tree,Срубить Дерево
SpiritShrine_Earth_SacredOak_CardInteractions[1].ActionName,Cut Tree,Срубить Дерево
SpiritShrine_Earth_SacredOak_OnStatsChangeActions[0].ActionName,Create Spirit Acorns,Создать Духовные Желуди
SpiritShrine_Earth_SacredOak_DismantleActions[0].ActionName,Commune,Общение
FlintVeinInfinite_CardName,Flint Mother Lode,Кремневая Жила
FlintVeinInfinite_CardDescription,A very large and sacred vein of Flint. ,Очень большая и священная жила Кремня.
FlintVeinInfinite_CardInteractions[0].ActionName,Mine,Шахта
FlintVeinInfinite_CardInteractions[1].ActionName,Mine,Шахта
SpiritShrine_Water_SpiritPool_CardName,Sacred Spring,Священный Источник
SpiritShrine_Water_SacredSpring_CardInteractions[1].ActionName,Wash,Помыть
SpiritShrine_Water_SacredSpring_CardInteractions[2].ActionName,Wash the Dressing,Помыть Повязку
SpiritShrine_Water_SacredSpring_DismantleActions[2].ActionName,Gaze at Water,Смотреть на Воду
StonePile_CardName,Stone Pile,Каменная Куча
StonePile_DismantleActions[0].ActionName,Collect Stones,Собрать Камни
StrangeLookingWall_CardName,Strange Looking Wall,Стена Странного Вида
StrangeLookingWall_CardDescription,"Looks fake, maybe I can break it down. ","Выглядит фальшиво, может быть, я смогу её разрушить."
StrangeLookingWall_CardInteractions[0].ActionName,Crush,Разрушить
TanningPit_CardName,Tanning Pit,Яма для Дубления
TanningPit_CardDescription,A large covered pit used for converting hides into leather. Must be filled with tanning liquor to work.,"Большая крытая яма, используемая для превращения шкур в кожу. Должна быть заполнена дубильной жидкостью, чтобы работать."
Well_CardName,Well,Колодец
Well_CardDescription,I should wait for it to refill.,"Мне следует подождать, пока он наполнится."
Well_DismantleActions[0].ActionName,Climb down the Rope,Спуститься по Веревке
Well_DismantleActions[0].FadeMessage,Entering the Wildwoods....,Вход в Дикие Леса....
Pk_1_FemaleOrgans_PerkName,Female Organs,Женские Органы
Pk_1_FemaleOrgans_PerkDescription,Boosts estrogen levels and confers the capacity to conceive and bear children.,Повышает уровень эстрогена и дает возможность зачать и выносить детей.
Pk_1_MaleOrgans_PerkName,Male Organs,Мужские Органы
Pk_1_MaleOrgans_PerkDescription,Boosts testosterone levels and confers the ability to impregnate.,Повышает уровень тестостерона и дает возможность оплодотворять.
Pk_2_HighEstrogen_PerkName,High Estrogen,Высокий Уровень Эстрогена
Pk_2_HighEstrogen_PerkDescription,"Increases empathy and female physical traits such breast size and hip width, increasing overall femininity.","Увеличивает эмпатию и женские физические черты, такие как размер груди и ширина бедер, увеличивая общую женственность."
Pk_2_LowEstrogen_PerkName,Low Estrogen,Низкий Уровень Эстрогена
Pk_2_LowEstrogen_PerkDescription,"Reduces female physical traits such as breast size and hip width, decreasing overall femininity.","Уменьшает женские физические черты, такие как размер груди и ширина бедер, уменьшая общую женственность."
Pk_3_HighTestosterone_PerkName,High Testosterone,Высокий Уровень Тестостерона
Pk_3_HighTestosterone_PerkDescription,"Increases assertiveness and male physical traits such as body hair, larger stature and greater muscle mass.","Увеличивает напористость и мужские физические черты, такие как волосяной покров, больший рост и большая мышечная масса."
Pk_3_LowTestosterone_PerkName,Low Testosterone,Низкий Уровень Тестостерона
Pk_3_LowTestosterone_PerkDescription,"Reduces male physical traits, leading to a more youthful appearance, smaller stature, and less muscle mass.","Уменьшает мужские физические черты, приводя к более юному виду, меньшему росту и меньшей мышечной массе."
Pk_8_ImmuneSystemStrong_PerkName,Strong Immune System,Сильная Иммунная Система
Pk_8_ImmuneSystemStrong_PerkDescription,Makes you more resistant to disease.,Делает вас более устойчивым к болезням.
Pk_8_ImmuneSystemWeak_PerkName,Weak Immune System,Слабая Иммунная Система
Pk_8_ImmuneSystemWeak_PerkDescription,Makes you more susceptible to disease.,Делает вас более восприимчивым к болезням.
Pk_2_2_PainSensitivity_PerkName,Pain Sensitivity,Чувствительность к Боли
Pk_2_2_PainSensitivity_PerkDescription,Makes you more sensitive to pain.,Делает вас более чувствительным к боли.
Pk_99_PainTolerance_PerkName,Pain Tolerance,Устойчивость к Боли
Pk_99_PainTolerance_PerkDescription,Makes you more resistant to pain.,Делает вас более устойчивым к боли.
Pk_7_FastMetabolism_PerkName,Fast Metabolism,Быстрый Метаболизм
Pk_7_FastMetabolism_PerkDescription,Makes you burn through your fat reserves faster and have a higher body temperature.,Заставляет вас быстрее расходовать жировые запасы и иметь более высокую температуру тела.
Pk_7_SlowMetabolism_PerkName,Slow Metabolism,Медленный Метаболизм
Pk_7_SlowMetabolism_PerkDescription,Makes you burn through your fat reserves slower and have a lower body temperature.,Заставляет вас медленнее расходовать жировые запасы и иметь более низкую температуру тела.
Pk_6_HighAppetite_PerkName,High Appetite,Высокий Аппетит
Pk_6_HighAppetite_PerkDescription,"Makes you hungry faster, making eating easier so it's harder to become malnourished.","Заставляет вас быстрее испытывать голод, облегчая прием пищи, что затрудняет недоедание."
Pk_6_LowAppetite_PerkName,Low Appetite,Низкий Аппетит
Pk_6_LowAppetite_PerkDescription,"Delays your hunger, making it harder to eat  and easier to get malnourished.","Задерживает чувство голода, затрудняя прием пищи и облегчая недоедание."
Pk_2_5_ActiveBowels_PerkName,Active Bowels,Активные Кишечник
Pk_2_5_ActiveBowels_PerkDescription,"Your bowels produce waste faster, requiring you to pass stools more often.","Ваш кишечник производит отходы быстрее, требуя чаще испражняться."
Pk_2_5_InfiniteBowels_PerkName,Infinite Bowels,Бесконечные Кишечник
Pk_2_5_InfiniteBowels_PerkDescription,"Your bowels lead straight into the void, relieving you from the mundane vulgarities of passing stools.","Ваш кишечник ведет прямо в пустоту, освобождая вас от обыденных вульгарностей испражнения."
Pk_2_5_SlowBowels_PerkName,Slow Bowels,Медленные Кишечник
Pk_2_5_SlowBowels_PerkDescription,"Your bowels take longer to produce waste, requiring you to pass stools less often.","Ваш кишечник дольше производит отходы, требуя реже испражняться."
Pk_2_6_HighThirst_PerkName,High Thirst,Высокая Жажда
Pk_2_6_HighThirst_PerkDescription,"Makes you thirsty faster and dehydrated faster, requiring you to drink more often.","Заставляет вас быстрее испытывать жажду и обезвоживание, требуя чаще пить."
Pk_2_6_LowThirst_PerkName,Low Thirst,Низкая Жажда
Pk_2_6_LowThirst_PerkDescription,"You are slower to get thirsty and dehydrated, requiring you to drink less often.","Вы медленнее испытываете жажду и обезвоживание, требуя реже пить."
Pk_2_7_InfiniteBladder_PerkName,Infinite Bladder,Бесконечный Мочевой Пузырь
Pk_2_7_InfiniteBladder_PerkDescription,"Your bladder leads straight into the void, relieving you from the mundane vulgarities of passing urine.","Ваш мочевой пузырь ведет прямо в пустоту, освобождая вас от обыденных вульгарностей мочеиспускания."
Pk_2_7_LargeBladder_PerkName,Large Bladder,Большой Мочевой Пузырь
Pk_2_7_LargeBladder_PerkDescription,"Your bladder has increased urine capacity, requiring you to urinate less often.","Ваш мочевой пузырь имеет увеличенную емкость для мочи, требуя реже мочиться."
Pk_2_7_SmallBladder_PerkName,Small Bladder,Маленький Мочевой Пузырь
Pk_2_7_SmallBladder_PerkDescription,"Your bladder has decreased urine capacity, requiring you to urinate more often.","Ваш мочевой пузырь имеет уменьшенную емкость для мочи, требуя чаще мочиться."
Pk_99_Carnivore_PerkName,Carnivore,Плотоядный
Pk_99_Carnivore_PerkDescription,Eating vegetables makes you sick and depressed.,Употребление овощей вызывает у вас тошноту и депрессию.
Pk_99_Vegetarian_PerkName,Herbivore,Травоядный
Pk_99_Vegetarian_PerkDescription,Eating meat makes you sick and depressed.,Употребление мяса вызывает у вас тошноту и депрессию.
Pk_4_Short_PerkName,Short Stature,Низкий Рост
Pk_4_Short_PerkDescription,"Decreases your size and combat reach, decreases caloric needs and enhances stealth capabilities.","Уменьшает ваш размер и дальность боя, снижает потребность в калориях и улучшает способности к скрытности."
